mut_1,mut_2,count,gene_name_1,gene_name_2,amenable_1,amenable_2,both_amenable,mouse_variant_1,mouse_variant_2,both_mouse
AACR-H0000180-M01,AACR-H0000643-M01,81,NOTCH1,WT1,False,True,False,,True,False
AACR-H0000316-M01,AACR-H0000325-M01,81,SF3B1,CBL,True,False,False,True,,False
AACR-H0000784-M01,AACR-H0000834-M01,81,ADAMTS20,ADAMTS20,True,True,True,True,True,True
AACR-H0000640-M01,AACR-H0000203-M01,81,WT1,SETBP1,False,False,False,,,False
AACR-H0000643-M01,AACR-H0000203-M01,81,WT1,SETBP1,True,False,False,True,,False
AACR-H0000783-M01,AACR-H0000834-M01,81,ADAMTS20,ADAMTS20,True,True,True,True,True,True
AACR-H0000013-M01,AACR-H0000002-M01,80,TP53,KRAS,True,True,True,True,True,True
AACR-H0000185-M01,AACR-H0000573-M01,80,CSF3R,KRAS,True,False,False,True,,False
AACR-H0000178-M01,AACR-H0000643-M01,80,NOTCH1,WT1,False,True,False,,True,False
AACR-H0000258-M01,AACR-H0000393-M01,80,CUX1,JAK2,True,False,False,True,,False
AACR-H0000172-M01,AACR-H0000640-M01,80,CBLB,WT1,True,False,False,True,,False
AACR-H0000368-M01,AACR-H0000258-M01,80,KIT,CUX1,True,True,True,True,True,True
AACR-H0000002-M01,AACR-H0000014-M01,80,KRAS,TP53,True,True,True,True,True,True
AACR-H0000614-M01,AACR-H0000203-M01,80,GATA2,SETBP1,True,False,False,True,,False
AACR-H0000573-M01,AACR-H0000198-M01,80,KRAS,RUNX1,False,False,False,,,False
AACR-H0000600-M01,AACR-H0000198-M01,80,NPM1,RUNX1,True,False,False,True,,False
AACR-H0000178-M01,AACR-H0000640-M01,80,NOTCH1,WT1,False,False,False,,,False
AACR-H0000316-M01,AACR-H0000273-M01,79,SF3B1,JAK3,True,False,False,True,,False
AACR-H0000573-M01,AACR-H0000203-M01,79,KRAS,SETBP1,False,False,False,,,False
AACR-H0000537-M01,AACR-H0000198-M01,79,SETBP1,RUNX1,False,False,False,,,False
AACR-H0000772-M01,AACR-H0000249-M01,79,PIK3CA,RET,False,False,False,,,False
AACR-H0000172-M01,AACR-H0000643-M01,79,CBLB,WT1,True,True,True,True,True,True
AACR-H0000002-M01,AACR-H0000010-M01,79,KRAS,TP53,True,True,True,True,True,True
AACR-H0000600-M01,AACR-H0000203-M01,78,NPM1,SETBP1,True,False,False,True,,False
AACR-H0000215-M01,AACR-H0000537-M01,78,NOTCH1,SETBP1,False,False,False,True,,False
AACR-H0000816-M01,AACR-H0000726-M01,78,SYNE1,SYNE1,False,True,False,,True,False
AACR-H0000600-M01,AACR-H0000215-M01,78,NPM1,NOTCH1,True,False,False,True,True,True
AACR-H0000586-M01,AACR-H0000226-M01,78,GATA2,ZRSR2,True,False,False,True,True,True
AACR-H0000185-M01,AACR-H0000640-M01,77,CSF3R,WT1,True,False,False,True,,False
AACR-H0000316-M01,AACR-H0000354-M01,77,SF3B1,RAD21,True,True,True,True,True,True
AACR-H0000354-M01,AACR-H0000273-M01,77,RAD21,JAK3,True,False,False,True,,False
AACR-H0000006-M01,AACR-H0000004-M01,77,KRAS,PIK3CA,True,True,True,True,True,True
AACR-H0000586-M01,AACR-H0000203-M01,76,GATA2,SETBP1,True,False,False,True,,False
AACR-H0000185-M01,AACR-H0000643-M01,76,CSF3R,WT1,True,True,True,True,True,True
AACR-H0000897-M01,AACR-H0000577-M01,76,MTRR,MTRR,True,True,True,True,True,True
AACR-H0000342-M01,AACR-H0000325-M01,76,CSF3R,CBL,False,False,False,,,False
AACR-H0000897-M01,AACR-H0000566-M01,76,MTRR,MTRR,True,True,True,True,True,True
AACR-H0000825-M01,AACR-H0000855-M01,76,FOXL2,FOXL2,False,True,False,,True,False
AACR-H0000215-M01,AACR-H0000573-M01,76,NOTCH1,KRAS,False,False,False,True,,False
AACR-H0000579-M01,AACR-H0000226-M01,76,PDGFRA,ZRSR2,False,False,False,,True,False
AACR-H0000345-M01,AACR-H0000339-M01,75,PDGFRA,JAK3,False,True,False,,True,False
AACR-H0000001-M01,AACR-H0000013-M01,75,KRAS,TP53,True,True,True,True,True,True
AACR-H0000912-M01,AACR-H0000916-M01,75,PALB2,PALB2,True,True,True,True,True,True
AACR-H0000345-M01,AACR-H0000336-M01,75,PDGFRA,JAK3,False,True,False,,True,False
AACR-H0000041-M01,AACR-H0000001-M01,75,APC,KRAS,True,True,True,True,True,True
AACR-H0000897-M01,AACR-H0000569-M01,75,MTRR,MTRR,True,False,False,True,True,True
AACR-H0000920-M01,AACR-H0000118-M01,74,KIT,SRSF2,False,True,False,True,True,True
AACR-H0000122-M01,AACR-H0000920-M01,74,PDGFRA,KIT,True,False,False,True,True,True
AACR-H0000368-M01,AACR-H0000359-M01,74,KIT,IDH2,True,True,True,True,True,True
AACR-H0000001-M01,AACR-H0000011-M01,74,KRAS,TP53,True,True,True,True,True,True
AACR-H0000124-M01,AACR-H0000920-M01,74,CBLB,KIT,False,False,False,,True,False
AACR-H0000920-M01,AACR-H0000368-M01,74,KIT,KIT,False,True,False,True,True,True
AACR-H0000215-M01,AACR-H0000640-M01,74,NOTCH1,WT1,False,False,False,True,,False
AACR-H0000586-M01,AACR-H0000215-M01,74,GATA2,NOTCH1,True,False,False,True,True,True
AACR-H0000579-M01,AACR-H0000203-M01,74,PDGFRA,SETBP1,False,False,False,,,False
AACR-H0000215-M01,AACR-H0000643-M01,74,NOTCH1,WT1,False,True,False,True,True,True
AACR-H0000920-M01,AACR-H0000123-M01,74,KIT,SMC3,False,True,False,True,True,True
AACR-H0000325-M01,AACR-H0000336-M01,73,CBL,JAK3,False,True,False,,True,False
AACR-H0000920-M01,AACR-H0000133-M01,73,KIT,CUX1,False,True,False,True,True,True
AACR-H0000122-M01,AACR-H0000940-M01,73,PDGFRA,KRAS,True,True,True,True,True,True
AACR-H0000123-M01,AACR-H0000940-M01,73,SMC3,KRAS,True,True,True,True,True,True
AACR-H0000325-M01,AACR-H0000339-M01,73,CBL,JAK3,False,True,False,,True,False
AACR-H0000238-M01,AACR-H0000537-M01,73,NPM1,SETBP1,False,False,False,,,False
AACR-H0000920-M01,AACR-H0000142-M01,73,KIT,CUX1,False,False,False,True,,False
AACR-H0000940-M01,AACR-H0000118-M01,73,KRAS,SRSF2,True,True,True,True,True,True
AACR-H0000124-M01,AACR-H0000940-M01,73,CBLB,KRAS,False,True,False,,True,False
AACR-H0000128-M01,AACR-H0000920-M01,73,CBLB,KIT,False,False,False,,True,False
AACR-H0000848-M01,AACR-H0000919-M01,73,LRP1B,LRP1B,False,True,False,,True,False
AACR-H0000002-M01,AACR-H0000034-M01,73,KRAS,GNAS,True,True,True,True,True,True
AACR-H0000052-M01,AACR-H0000059-M01,73,IDH2,SRSF2,True,True,True,True,True,True
AACR-H0000345-M01,AACR-H0000325-M01,73,PDGFRA,CBL,False,False,False,,,False
AACR-H0000643-M01,AACR-H0000198-M01,72,WT1,RUNX1,True,False,False,True,,False
AACR-H0000640-M01,AACR-H0000198-M01,72,WT1,RUNX1,False,False,False,,,False
AACR-H0000614-M01,AACR-H0000198-M01,72,GATA2,RUNX1,True,False,False,True,,False
AACR-H0000345-M01,AACR-H0000354-M01,72,PDGFRA,RAD21,False,True,False,,True,False
AACR-H0000933-M01,AACR-H0000722-M01,72,CDH23,CDH23,True,True,True,True,True,True
AACR-H0000342-M01,AACR-H0000339-M01,72,CSF3R,JAK3,False,True,False,,True,False
AACR-H0000342-M01,AACR-H0000336-M01,72,CSF3R,JAK3,False,True,False,,True,False
AACR-H0000128-M01,AACR-H0000940-M01,72,CBLB,KRAS,False,True,False,,True,False
AACR-H0000316-M01,AACR-H0000339-M01,72,SF3B1,JAK3,True,True,True,True,True,True
AACR-H0000316-M01,AACR-H0000336-M01,72,SF3B1,JAK3,True,True,True,True,True,True
AACR-H0000586-M01,AACR-H0000250-M01,71,GATA2,PTEN,True,False,False,True,,False
AACR-H0000342-M01,AACR-H0000316-M01,71,CSF3R,SF3B1,False,True,False,,True,False
AACR-H0000964-M01,AACR-H0000653-M01,71,KLHL6,KLHL6,False,True,False,,True,False
AACR-H0000586-M01,AACR-H0000251-M01,71,GATA2,CUX1,True,True,True,True,True,True
AACR-H0000614-M01,AACR-H0000215-M01,71,GATA2,NOTCH1,True,False,False,True,True,True
AACR-H0000600-M01,AACR-H0000226-M01,71,NPM1,ZRSR2,True,False,False,True,True,True
AACR-H0000147-M01,AACR-H0000920-M01,71,NRAS,KIT,True,False,False,True,True,True
AACR-H0000133-M01,AACR-H0000940-M01,71,CUX1,KRAS,True,True,True,True,True,True
AACR-H0000004-M01,AACR-H0000001-M01,70,PIK3CA,KRAS,True,True,True,True,True,True
AACR-H0000354-M01,AACR-H0000325-M01,70,RAD21,CBL,True,False,False,True,,False
AACR-H0000005-M01,AACR-H0000002-M01,70,PIK3CA,KRAS,True,True,True,True,True,True
AACR-H0000342-M01,AACR-H0000354-M01,70,CSF3R,RAD21,False,True,False,,True,False
AACR-H0000940-M01,AACR-H0000136-M01,70,KRAS,FLT3,True,True,True,True,True,True
AACR-H0000962-M01,AACR-H0001001-M01,70,KMT2D,KMT2D,True,True,True,True,True,True
AACR-H0000782-M01,AACR-H0000964-M01,70,KLHL6,KLHL6,False,False,False,,,False
AACR-H0000920-M01,AACR-H0000136-M01,70,KIT,FLT3,False,True,False,True,True,True
AACR-H0000316-M01,AACR-H0000393-M01,69,SF3B1,JAK2,True,False,False,True,,False
AACR-H0000147-M01,AACR-H0000940-M01,69,NRAS,KRAS,True,True,True,True,True,True
AACR-H0000033-M01,AACR-H0000002-M01,69,APC,KRAS,True,True,True,True,True,True
AACR-H0000614-M01,AACR-H0000238-M01,69,GATA2,NPM1,True,False,False,True,,False
AACR-H0001001-M01,AACR-H0001005-M01,69,KMT2D,KMT2D,True,False,False,True,,False
AACR-H0000142-M01,AACR-H0000940-M01,69,CUX1,KRAS,False,True,False,,True,False
AACR-H0000579-M01,AACR-H0000250-M01,69,PDGFRA,PTEN,False,False,False,,,False
AACR-H0000962-M01,AACR-H0001005-M01,69,KMT2D,KMT2D,True,False,False,True,,False
AACR-H0000005-M01,AACR-H0000003-M01,69,PIK3CA,BRAF,True,True,True,True,True,True
AACR-H0000145-M01,AACR-H0000920-M01,69,GATA2,KIT,True,False,False,True,True,True
AACR-H0000940-M01,AACR-H0000132-M01,68,KRAS,RUNX1,True,False,False,True,,False
AACR-H0000011-M01,AACR-H0000001-M01,68,TP53,KRAS,True,True,True,True,True,True
AACR-H0000342-M01,AACR-H0000368-M01,68,CSF3R,KIT,False,True,False,,True,False
AACR-H0000354-M01,AACR-H0000336-M01,68,RAD21,JAK3,True,True,True,True,True,True
AACR-H0000354-M01,AACR-H0000339-M01,68,RAD21,JAK3,True,True,True,True,True,True
AACR-H0000001-M01,AACR-H0000025-M01,68,KRAS,TP53,True,True,True,True,True,True
AACR-H0000579-M01,AACR-H0000238-M01,68,PDGFRA,NPM1,False,False,False,,,False
AACR-H0000145-M01,AACR-H0000940-M01,68,GATA2,KRAS,True,True,True,True,True,True
AACR-H0000920-M01,AACR-H0000132-M01,68,KIT,RUNX1,False,False,False,True,,False
AACR-H0000586-M01,AACR-H0000258-M01,68,GATA2,CUX1,True,True,True,True,True,True
AACR-H0000393-M01,AACR-H0000273-M01,68,JAK2,JAK3,False,False,False,,,False
AACR-H0000579-M01,AACR-H0000251-M01,68,PDGFRA,CUX1,False,True,False,,True,False
AACR-H0000920-M01,AACR-H0000158-M01,67,KIT,NOTCH1,False,True,False,True,True,True
AACR-H0000940-M01,AACR-H0000137-M01,67,KRAS,SRSF2,True,True,True,True,True,True
AACR-H0000573-M01,AACR-H0000226-M01,67,KRAS,ZRSR2,False,False,False,,True,False
AACR-H0000172-M01,AACR-H0000940-M01,67,CBLB,KRAS,True,True,True,True,True,True
AACR-H0000537-M01,AACR-H0000226-M01,67,SETBP1,ZRSR2,False,False,False,,True,False
AACR-H0000238-M01,AACR-H0000643-M01,66,NPM1,WT1,False,True,False,,True,False
AACR-H0000238-M01,AACR-H0000640-M01,66,NPM1,WT1,False,False,False,,,False
AACR-H0000001-M01,AACR-H0000051-M01,66,KRAS,GNAS,True,True,True,True,True,True
AACR-H0000920-M01,AACR-H0000168-M01,66,KIT,NOTCH1,False,True,False,True,True,True
AACR-H0000250-M01,AACR-H0000640-M01,66,PTEN,WT1,False,False,False,,,False
AACR-H0000250-M01,AACR-H0000643-M01,66,PTEN,WT1,False,True,False,,True,False
AACR-H0000354-M01,AACR-H0000393-M01,66,RAD21,JAK2,True,False,False,True,,False
AACR-H0000017-M01,AACR-H0000001-M01,66,TP53,KRAS,True,True,True,True,True,True
AACR-H0000920-M01,AACR-H0000166-M01,66,KIT,NOTCH1,False,True,False,True,True,True
AACR-H0000250-M01,AACR-H0000573-M01,66,PTEN,KRAS,False,False,False,,,False
AACR-H0000967-M01,AACR-H0001075-M01,66,CREBBP,CREBBP,True,True,True,True,True,True
AACR-H0000345-M01,AACR-H0000393-M01,66,PDGFRA,JAK2,False,False,False,,,False
AACR-H0000325-M01,AACR-H0000359-M01,66,CBL,IDH2,False,True,False,,True,False
AACR-H0001109-M01,AACR-H0001104-M01,65,TP53,TP53,True,True,True,True,True,True
AACR-H0001102-M01,AACR-H0000118-M01,65,CSF3R,SRSF2,False,True,False,,True,False
AACR-H0001104-M01,AACR-H0000118-M01,65,TP53,SRSF2,True,True,True,True,True,True
AACR-H0001102-M01,AACR-H0000123-M01,65,CSF3R,SMC3,False,True,False,,True,False
AACR-H0000920-M01,AACR-H0000178-M01,65,KIT,NOTCH1,False,False,False,True,,False
AACR-H0001102-M01,AACR-H0000122-M01,65,CSF3R,PDGFRA,False,True,False,,True,False
AACR-H0000920-M01,AACR-H0000137-M01,65,KIT,SRSF2,False,True,False,True,True,True
AACR-H0001109-M01,AACR-H0000118-M01,65,TP53,SRSF2,True,True,True,True,True,True
AACR-H0001102-M01,AACR-H0000124-M01,65,CSF3R,CBLB,False,False,False,,,False
AACR-H0000579-M01,AACR-H0000258-M01,65,PDGFRA,CUX1,False,True,False,,True,False
AACR-H0000033-M01,AACR-H0000012-M01,65,APC,KRAS,True,True,True,True,True,True
AACR-H0000124-M01,AACR-H0001109-M01,65,CBLB,TP53,False,True,False,,True,False
AACR-H0000123-M01,AACR-H0001109-M01,65,SMC3,TP53,True,True,True,True,True,True
AACR-H0000952-M01,AACR-H0001089-M01,65,PBRM1,PBRM1,True,True,True,True,True,True
AACR-H0000359-M01,AACR-H0000336-M01,65,IDH2,JAK3,True,True,True,True,True,True
AACR-H0000128-M01,AACR-H0001109-M01,65,CBLB,TP53,False,True,False,,True,False
AACR-H0001087-M01,AACR-H0000565-M01,65,NSD1,NSD1,True,False,False,True,,False
AACR-H0000128-M01,AACR-H0001104-M01,65,CBLB,TP53,False,True,False,,True,False
AACR-H0001044-M01,AACR-H0001016-M01,65,MYH11,MYH11,True,True,True,True,True,True
AACR-H0000122-M01,AACR-H0001104-M01,65,PDGFRA,TP53,True,True,True,True,True,True
AACR-H0000123-M01,AACR-H0001104-M01,65,SMC3,TP53,True,True,True,True,True,True
AACR-H0000185-M01,AACR-H0000940-M01,65,CSF3R,KRAS,True,True,True,True,True,True
AACR-H0000158-M01,AACR-H0000940-M01,65,NOTCH1,KRAS,True,True,True,True,True,True
AACR-H0000124-M01,AACR-H0001104-M01,65,CBLB,TP53,False,True,False,,True,False
AACR-H0000122-M01,AACR-H0001109-M01,65,PDGFRA,TP53,True,True,True,True,True,True
AACR-H0000586-M01,AACR-H0000238-M01,64,GATA2,NPM1,True,False,False,True,,False
AACR-H0000251-M01,AACR-H0000640-M01,64,CUX1,WT1,True,False,False,True,,False
AACR-H0000959-M01,AACR-H0000933-M01,64,CDH23,CDH23,True,True,True,True,True,True
AACR-H0001109-M01,AACR-H0000132-M01,64,TP53,RUNX1,True,False,False,True,,False
AACR-H0000250-M01,AACR-H0000537-M01,64,PTEN,SETBP1,False,False,False,,,False
AACR-H0000258-M01,AACR-H0000537-M01,64,CUX1,SETBP1,True,False,False,True,,False
AACR-H0001102-M01,AACR-H0000128-M01,64,CSF3R,CBLB,False,False,False,,,False
AACR-H0000251-M01,AACR-H0000537-M01,64,CUX1,SETBP1,True,False,False,True,,False
AACR-H0001087-M01,AACR-H0000574-M01,64,NSD1,NSD1,True,False,False,True,,False
AACR-H0001104-M01,AACR-H0000132-M01,64,TP53,RUNX1,True,False,False,True,,False
AACR-H0000001-M01,AACR-H0000005-M01,64,KRAS,PIK3CA,True,True,True,True,True,True
AACR-H0000359-M01,AACR-H0000339-M01,64,IDH2,JAK3,True,True,True,True,True,True
AACR-H0001120-M01,AACR-H0001137-M01,63,NLRP1,NLRP1,True,False,False,True,True,True
AACR-H0000133-M01,AACR-H0001104-M01,63,CUX1,TP53,True,True,True,True,True,True
AACR-H0000959-M01,AACR-H0000722-M01,63,CDH23,CDH23,True,True,True,True,True,True
AACR-H0000251-M01,AACR-H0000643-M01,63,CUX1,WT1,True,True,True,True,True,True
AACR-H0000004-M01,AACR-H0000002-M01,63,PIK3CA,KRAS,True,True,True,True,True,True
AACR-H0001102-M01,AACR-H0000133-M01,63,CSF3R,CUX1,False,True,False,,True,False
AACR-H0000238-M01,AACR-H0000573-M01,63,NPM1,KRAS,False,False,False,,,False
AACR-H0000251-M01,AACR-H0000573-M01,63,CUX1,KRAS,True,False,False,True,,False
AACR-H0000133-M01,AACR-H0001109-M01,63,CUX1,TP53,True,True,True,True,True,True
AACR-H0000975-M01,AACR-H0000889-M01,63,PTCH1,PTCH1,True,True,True,True,True,True
AACR-H0000008-M01,AACR-H0000001-M01,63,PIK3CA,KRAS,True,True,True,True,True,True
AACR-H0000614-M01,AACR-H0000226-M01,63,GATA2,ZRSR2,True,False,False,True,True,True
AACR-H0000920-M01,AACR-H0000198-M01,62,KIT,RUNX1,False,False,False,True,,False
AACR-H0001104-M01,AACR-H0000137-M01,62,TP53,SRSF2,True,True,True,True,True,True
AACR-H0000034-M01,AACR-H0000002-M01,62,GNAS,KRAS,True,True,True,True,True,True
AACR-H0000172-M01,AACR-H0000920-M01,62,CBLB,KIT,True,False,False,True,True,True
AACR-H0000600-M01,AACR-H0000251-M01,62,NPM1,CUX1,True,True,True,True,True,True
AACR-H0000537-M01,AACR-H0000273-M01,62,SETBP1,JAK3,False,False,False,,,False
AACR-H0000579-M01,AACR-H0000273-M01,62,PDGFRA,JAK3,False,False,False,,,False
AACR-H0001109-M01,AACR-H0000137-M01,62,TP53,SRSF2,True,True,True,True,True,True
AACR-H0000614-M01,AACR-H0000250-M01,62,GATA2,PTEN,True,False,False,True,,False
AACR-H0000142-M01,AACR-H0001109-M01,62,CUX1,TP53,False,True,False,,True,False
AACR-H0000258-M01,AACR-H0000640-M01,62,CUX1,WT1,True,False,False,True,,False
AACR-H0000142-M01,AACR-H0001104-M01,62,CUX1,TP53,False,True,False,,True,False
AACR-H0001216-M01,AACR-H0000118-M01,61,SMC3,SRSF2,True,True,True,True,True,True
AACR-H0000012-M01,AACR-H0000004-M01,61,KRAS,PIK3CA,True,True,True,True,True,True
AACR-H0001217-M01,AACR-H0000123-M01,61,SMC3,SMC3,True,True,True,True,True,True
AACR-H0000614-M01,AACR-H0000251-M01,61,GATA2,CUX1,True,True,True,True,True,True
AACR-H0001217-M01,AACR-H0000118-M01,61,SMC3,SRSF2,True,True,True,True,True,True
AACR-H0000124-M01,AACR-H0001217-M01,61,CBLB,SMC3,False,True,False,,True,False
AACR-H0000185-M01,AACR-H0000920-M01,61,CSF3R,KIT,True,False,False,True,True,True
AACR-H0001215-M01,AACR-H0001093-M01,61,FGFR3,FGFR3,True,True,True,True,True,True
AACR-H0001102-M01,AACR-H0000147-M01,61,CSF3R,NRAS,False,True,False,,True,False
AACR-H0000368-M01,AACR-H0000336-M01,61,KIT,JAK3,True,True,True,True,True,True
AACR-H0000124-M01,AACR-H0001216-M01,61,CBLB,SMC3,False,True,False,,True,False
AACR-H0001216-M01,AACR-H0000123-M01,61,SMC3,SMC3,True,True,True,True,True,True
AACR-H0000124-M01,AACR-H0001204-M01,61,CBLB,SMC3,False,True,False,,True,False
AACR-H0000600-M01,AACR-H0000258-M01,61,NPM1,CUX1,True,True,True,True,True,True
AACR-H0001204-M01,AACR-H0000118-M01,61,SMC3,SRSF2,True,True,True,True,True,True
AACR-H0001204-M01,AACR-H0000123-M01,61,SMC3,SMC3,True,True,True,True,True,True
AACR-H0000122-M01,AACR-H0001204-M01,61,PDGFRA,SMC3,True,True,True,True,True,True
AACR-H0000122-M01,AACR-H0001216-M01,61,PDGFRA,SMC3,True,True,True,True,True,True
AACR-H0001102-M01,AACR-H0000136-M01,61,CSF3R,FLT3,False,True,False,,True,False
AACR-H0000136-M01,AACR-H0001104-M01,61,FLT3,TP53,True,True,True,True,True,True
AACR-H0000258-M01,AACR-H0000573-M01,61,CUX1,KRAS,True,False,False,True,,False
AACR-H0000136-M01,AACR-H0001109-M01,61,FLT3,TP53,True,True,True,True,True,True
AACR-H0000258-M01,AACR-H0000643-M01,61,CUX1,WT1,True,True,True,True,True,True
AACR-H0000178-M01,AACR-H0000940-M01,61,NOTCH1,KRAS,False,True,False,,True,False
AACR-H0000316-M01,AACR-H0000359-M01,61,SF3B1,IDH2,True,True,True,True,True,True
AACR-H0000122-M01,AACR-H0001217-M01,61,PDGFRA,SMC3,True,True,True,True,True,True
AACR-H0000002-M01,AACR-H0000013-M01,61,KRAS,TP53,True,True,True,True,True,True
AACR-H0001217-M01,AACR-H0001216-M01,61,SMC3,SMC3,True,True,True,True,True,True
AACR-H0001204-M01,AACR-H0001216-M01,61,SMC3,SMC3,True,True,True,True,True,True
AACR-H0001204-M01,AACR-H0001217-M01,61,SMC3,SMC3,True,True,True,True,True,True
AACR-H0000147-M01,AACR-H0001104-M01,61,NRAS,TP53,True,True,True,True,True,True
AACR-H0000147-M01,AACR-H0001109-M01,61,NRAS,TP53,True,True,True,True,True,True
AACR-H0000051-M01,AACR-H0000001-M01,61,GNAS,KRAS,True,True,True,True,True,True
AACR-H0001206-M01,AACR-H0001106-M01,61,ZNF217,ZNF217,False,False,False,,,False
AACR-H0000166-M01,AACR-H0000940-M01,60,NOTCH1,KRAS,True,True,True,True,True,True
AACR-H0000368-M01,AACR-H0000339-M01,60,KIT,JAK3,True,True,True,True,True,True
AACR-H0000004-M01,AACR-H0000003-M01,60,PIK3CA,BRAF,True,True,True,True,True,True
AACR-H0001226-M01,AACR-H0000574-M01,60,NSD1,NSD1,False,False,False,,,False
AACR-H0001226-M01,AACR-H0000565-M01,60,NSD1,NSD1,False,False,False,,,False
AACR-H0001226-M01,AACR-H0001087-M01,60,NSD1,NSD1,False,True,False,,True,False
AACR-H0001225-M01,AACR-H0000916-M01,60,PALB2,PALB2,False,True,False,,True,False
AACR-H0000168-M01,AACR-H0000940-M01,60,NOTCH1,KRAS,True,True,True,True,True,True
AACR-H0001102-M01,AACR-H0000158-M01,60,CSF3R,NOTCH1,False,True,False,,True,False
AACR-H0000643-M01,AACR-H0000226-M01,60,WT1,ZRSR2,True,False,False,True,True,True
AACR-H0001102-M01,AACR-H0000142-M01,60,CSF3R,CUX1,False,False,False,,,False
AACR-H0000128-M01,AACR-H0001204-M01,60,CBLB,SMC3,False,True,False,,True,False
AACR-H0001204-M01,AACR-H0000132-M01,60,SMC3,RUNX1,True,False,False,True,,False
AACR-H0001217-M01,AACR-H0000132-M01,60,SMC3,RUNX1,True,False,False,True,,False
AACR-H0000640-M01,AACR-H0000226-M01,60,WT1,ZRSR2,False,False,False,,True,False
AACR-H0001102-M01,AACR-H0000137-M01,60,CSF3R,SRSF2,False,True,False,,True,False
AACR-H0000920-M01,AACR-H0000203-M01,60,KIT,SETBP1,False,False,False,True,,False
AACR-H0000128-M01,AACR-H0001217-M01,60,CBLB,SMC3,False,True,False,,True,False
AACR-H0000920-M01,AACR-H0000215-M01,60,KIT,NOTCH1,False,False,False,True,True,True
AACR-H0000002-M01,AACR-H0000046-M01,60,KRAS,SMAD4,True,False,False,True,,False
AACR-H0001216-M01,AACR-H0000132-M01,60,SMC3,RUNX1,True,False,False,True,,False
AACR-H0000912-M01,AACR-H0001225-M01,60,PALB2,PALB2,True,False,False,True,,False
AACR-H0000614-M01,AACR-H0000258-M01,60,GATA2,CUX1,True,True,True,True,True,True
AACR-H0000128-M01,AACR-H0001216-M01,60,CBLB,SMC3,False,True,False,,True,False
AACR-H0000393-M01,AACR-H0000325-M01,59,JAK2,CBL,False,False,False,,,False
AACR-H0001265-M01,AACR-H0001261-M01,59,ACTG1,ACTG1,False,True,False,,True,False
AACR-H0001265-M01,AACR-H0001269-M01,59,ACTG1,ACTG1,False,True,False,,True,False
AACR-H0001261-M01,AACR-H0001269-M01,59,ACTG1,ACTG1,True,True,True,True,True,True
AACR-H0001275-M01,AACR-H0001264-M01,59,KAT6B,KAT6B,True,False,False,True,,False
AACR-H0001217-M01,AACR-H0000137-M01,59,SMC3,SRSF2,True,True,True,True,True,True
AACR-H0001204-M01,AACR-H0000137-M01,59,SMC3,SRSF2,True,True,True,True,True,True
AACR-H0000342-M01,AACR-H0000393-M01,59,CSF3R,JAK2,False,False,False,,,False
AACR-H0001216-M01,AACR-H0000137-M01,59,SMC3,SRSF2,True,True,True,True,True,True
AACR-H0001102-M01,AACR-H0000132-M01,59,CSF3R,RUNX1,False,False,False,,,False
AACR-H0000586-M01,AACR-H0000273-M01,59,GATA2,JAK3,True,False,False,True,,False
AACR-H0000368-M01,AACR-H0000325-M01,59,KIT,CBL,True,False,False,True,,False
AACR-H0000368-M01,AACR-H0000354-M01,59,KIT,RAD21,True,True,True,True,True,True
AACR-H0000573-M01,AACR-H0000273-M01,59,KRAS,JAK3,False,False,False,,,False
AACR-H0000920-M01,AACR-H0000180-M01,59,KIT,NOTCH1,False,False,False,True,,False
AACR-H0000368-M01,AACR-H0000393-M01,58,KIT,JAK2,True,False,False,True,,False
AACR-H0000147-M01,AACR-H0001216-M01,58,NRAS,SMC3,True,True,True,True,True,True
AACR-H0000147-M01,AACR-H0001217-M01,58,NRAS,SMC3,True,True,True,True,True,True
AACR-H0001102-M01,AACR-H0000178-M01,58,CSF3R,NOTCH1,False,False,False,,,False
AACR-H0000133-M01,AACR-H0001217-M01,58,CUX1,SMC3,True,True,True,True,True,True
AACR-H0000133-M01,AACR-H0001216-M01,58,CUX1,SMC3,True,True,True,True,True,True
AACR-H0001102-M01,AACR-H0000168-M01,58,CSF3R,NOTCH1,False,True,False,,True,False
AACR-H0000133-M01,AACR-H0001204-M01,58,CUX1,SMC3,True,True,True,True,True,True
AACR-H0001102-M01,AACR-H0000166-M01,58,CSF3R,NOTCH1,False,True,False,,True,False
AACR-H0000147-M01,AACR-H0001204-M01,58,NRAS,SMC3,True,True,True,True,True,True
AACR-H0001102-M01,AACR-H0000145-M01,58,CSF3R,GATA2,False,True,False,,True,False
AACR-H0000002-M01,AACR-H0000076-M01,58,KRAS,SMAD4,True,False,False,True,,False
AACR-H0000940-M01,AACR-H0000203-M01,58,KRAS,SETBP1,True,False,False,True,,False
AACR-H0000393-M01,AACR-H0000336-M01,58,JAK2,JAK3,False,True,False,,True,False
AACR-H0000354-M01,AACR-H0000359-M01,58,RAD21,IDH2,True,True,True,True,True,True
AACR-H0001106-M01,AACR-H0001287-M01,58,ZNF217,ZNF217,False,False,False,,,False
AACR-H0001206-M01,AACR-H0001287-M01,58,ZNF217,ZNF217,False,False,False,,,False
AACR-H0000180-M01,AACR-H0000940-M01,58,NOTCH1,KRAS,False,True,False,,True,False
AACR-H0000342-M01,AACR-H0000359-M01,58,CSF3R,IDH2,False,True,False,,True,False
